mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,cpu_set_1,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,explode
26,20,23688,16416,"1-3,5-7",0.0,0.39,0.05,0.05,0.0,0.03,0.0,0.0,False
15,9,2600,1544,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
13,8,9144,1256,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
4,0,256,256,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
26,20,22152,14688,"1-3,5-7",0.0,0.38,0.05,0.05,0.0,0.02,0.0,0.0,False
3,0,504,1192,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,8760,3496,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
22,19,18336,2152,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,12216,4776,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,11448,600,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
4,0,3112,536,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,8760,120,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
19,17,11064,3368,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
2,0,208,1032,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,7224,3624,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
15,10,6200,7224,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,7224,4008,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,7224,6968,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
10,4,1544,3240,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,1672,1160,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,9144,4968,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
20,18,4392,12960,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,12216,14112,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
18,15,11448,11832,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
22,19,5544,13536,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
20,18,3624,3880,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
19,17,7224,12960,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
6,1,4264,1544,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
20,17,14688,600,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
20,17,376,11064,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,5736,296,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
2,0,2088,1032,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,520,11448,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,1864,1256,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
8,2,3368,1544,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,2472,5992,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,3368,1224,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,4776,176,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
3,0,680,776,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,8504,18336,"1-3,5-7",0.0,0.38,0.05,0.05,0.0,0.03,0.0,0.0,False
20,17,1992,14688,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,5544,224,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
5,0,2664,1224,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
15,12,5160,776,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
8,2,1800,176,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
2,0,1544,56,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
20,17,12216,10296,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
5,0,144,288,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
19,17,17568,6200,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
15,12,6200,1608,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,2536,744,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
15,12,11064,9912,"1-3,5-7",0.0,0.34,0.04,0.04,0.0,0.02,0.0,0.0,False
15,11,1128,7480,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,224,712,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
11,6,5352,2472,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,2344,2024,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,3880,3880,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
15,10,3112,4968,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,2280,392,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
15,11,1992,2472,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
4,0,3112,808,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,1544,1480,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
2,0,1288,16,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
8,2,4008,1672,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
20,18,4776,13536,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
25,20,14112,16416,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
7,2,5544,744,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,1224,1160,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,3368,680,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
24,20,4776,17568,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
11,6,6200,1224,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,120,256,"1-3,5-7",0.0,0.19,0.02,0.02,0.0,0.01,0.0,0.0,False
25,20,13536,10296,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
10,4,296,552,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
15,12,13536,6968,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
15,11,13536,1544,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
18,14,8504,10680,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
10,4,5352,1288,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,9,9144,136,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
18,15,328,1992,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
13,8,7992,120,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
24,20,5352,16416,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
26,20,5992,9912,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,22152,19848,"1-3,5-7",0.0,0.4,0.05,0.05,0.0,0.03,0.0,0.0,False
20,18,6200,1928,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
18,15,14112,7224,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,5992,1608,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
13,7,8504,104,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
4,0,56,1064,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
15,10,4584,616,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
15,10,9912,4136,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,840,288,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
4,0,2792,1160,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
8,2,680,616,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
13,8,3368,4968,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
25,20,28336,19080,"1-3,5-7",0.0,0.41,0.05,0.05,0.0,0.03,0.0,0.0,False
20,17,16992,7992,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
15,12,11832,2792,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,256,1288,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
25,20,19080,7992,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,22920,19080,"1-3,5-7",0.0,0.4,0.05,0.05,0.0,0.03,0.0,0.0,False
3,0,440,1224,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
22,19,19848,12216,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
18,14,6456,2856,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
6,1,808,936,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
18,15,2600,6456,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
15,11,12216,6200,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,15264,552,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
13,8,9528,3752,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,14112,5160,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,776,1320,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,16416,9912,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
6,1,4584,488,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
2,0,1672,680,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
11,6,7992,2984,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,14112,17568,"1-3,5-7",0.0,0.38,0.05,0.05,0.0,0.02,0.0,0.0,False
19,17,6200,3368,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
15,11,3112,2088,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
24,20,9528,15264,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
25,20,19848,2792,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
20,17,5544,11064,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,1800,328,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
10,4,3368,3240,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,1352,456,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,2664,208,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
15,9,4008,2344,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
5,0,1128,680,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
19,17,4008,10296,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
18,14,968,7224,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,872,1096,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
15,10,11832,5736,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
8,2,3368,520,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
26,20,16992,17568,"1-3,5-7",0.0,0.38,0.05,0.05,0.0,0.03,0.0,0.0,False
20,18,8248,11448,"1-3,5-7",0.0,0.34,0.05,0.05,0.0,0.02,0.0,0.0,False
6,1,712,1800,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
10,4,1544,2216,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
13,8,9912,4584,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
8,2,1672,1192,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
19,17,5160,11832,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
13,8,8248,2984,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
5,0,4264,1160,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,536,3624,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,2472,56,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
4,0,1128,1032,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
24,20,5992,13536,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,5160,1256,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,3624,5992,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
11,6,4008,504,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
6,1,3368,680,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
24,20,9528,18336,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
10,4,2344,1064,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
19,17,18336,14688,"1-3,5-7",0.0,0.38,0.05,0.05,0.0,0.03,0.0,0.0,False
15,10,12960,4008,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,2856,9144,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,4392,1192,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,776,1064,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
11,6,1736,1864,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
18,14,9912,5736,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
10,4,6968,1352,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,15840,10296,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
20,17,17568,1800,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,1992,392,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
10,4,5160,552,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
18,15,4264,7992,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,9144,9528,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,2088,88,"1-3,5-7",0.0,0.21,0.03,0.03,0.0,0.01,0.0,0.0,False
4,0,120,88,"1-3,5-7",0.0,0.18,0.02,0.02,0.0,0.01,0.0,0.0,False
20,17,7480,2728,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
4,0,2984,224,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
11,6,7736,3752,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
8,2,1544,776,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
3,0,1384,1224,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
20,18,16992,6456,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
15,12,12960,376,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
8,4,3240,3112,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,6712,3496,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
2,0,696,224,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
15,9,12960,3496,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,4968,256,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,3624,1192,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,1352,2536,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
24,20,19080,19080,"1-3,5-7",0.0,0.39,0.05,0.05,0.0,0.03,0.0,0.0,False
5,0,2792,616,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
15,12,552,776,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
2,0,1736,536,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,1800,6200,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
22,19,440,14112,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,11448,8248,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
15,11,12576,7224,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
2,0,1544,1320,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
18,14,12576,1800,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,17568,9912,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,2856,288,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
13,8,208,2536,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.02,0.0,0.0,False
19,17,4008,4008,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,11064,16416,"1-3,5-7",0.0,0.37,0.05,0.05,0.0,0.02,0.0,0.0,False
25,20,12576,376,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
22,19,4136,4392,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
20,17,5992,14688,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
20,17,11832,12960,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
15,11,6200,1384,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,7992,9144,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,25456,12576,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
15,10,5736,2344,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,6456,1608,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,2088,1064,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
15,10,9912,5160,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
13,7,7224,1224,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
15,12,2280,9912,"1-3,5-7",0.0,0.32,0.04,0.04,0.0,0.02,0.0,0.0,False
4,0,1000,488,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
5,0,3496,152,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
8,4,3112,1928,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
13,8,4776,5992,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
10,4,5160,2728,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,104,1544,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
11,6,7224,4584,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
10,4,1416,632,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
22,19,4136,16992,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
24,20,11832,4008,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
6,1,712,1608,"1-3,5-7",0.0,0.26,0.04,0.04,0.0,0.02,0.0,0.0,False
6,1,4008,456,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
15,9,2280,4264,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
13,8,6712,680,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
11,6,4776,1224,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
5,0,3624,120,"1-3,5-7",0.0,0.22,0.03,0.03,0.0,0.01,0.0,0.0,False
8,2,4584,744,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,18336,15264,"1-3,5-7",0.0,0.36,0.05,0.05,0.0,0.02,0.0,0.0,False
19,17,13536,904,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
18,15,5992,11064,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,12216,9144,"1-3,5-7",0.0,0.34,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,2664,840,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
2,0,72,56,"1-3,5-7",0.0,0.17,0.02,0.02,0.0,0.01,0.0,0.0,False
8,2,6456,1800,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
25,20,7992,2344,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
26,20,26416,16416,"1-3,5-7",0.0,0.38,0.05,0.05,0.0,0.03,0.0,0.0,False
6,1,4776,520,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
5,0,1320,88,"1-3,5-7",0.0,0.19,0.03,0.03,0.0,0.01,0.0,0.0,False
5,0,2664,680,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,5352,1992,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
15,11,2600,6456,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
8,4,2344,3240,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
18,15,3624,13536,"1-3,5-7",0.0,0.33,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,16992,13536,"1-3,5-7",0.0,0.35,0.05,0.05,0.0,0.02,0.0,0.0,False
8,4,2536,3496,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
5,0,1480,176,"1-3,5-7",0.0,0.2,0.03,0.03,0.0,0.01,0.0,0.0,False
20,18,16416,6456,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,6712,8248,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
3,0,1032,1128,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,9144,1992,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
10,4,7480,1928,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
11,6,328,392,"1-3,5-7",0.0,0.19,0.03,0.03,0.0,0.01,0.0,0.0,False
15,10,11448,4136,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
19,17,5160,7992,"1-3,5-7",0.0,0.28,0.04,0.04,0.0,0.02,0.0,0.0,False
15,9,5160,7480,"1-3,5-7",0.0,0.3,0.04,0.04,0.0,0.02,0.0,0.0,False
26,20,26416,6200,"1-3,5-7",0.0,0.31,0.04,0.04,0.0,0.02,0.0,0.0,False
15,10,12960,4968,"1-3,5-7",0.0,0.29,0.04,0.04,0.0,0.02,0.0,0.0,False
7,2,3752,296,"1-3,5-7",0.0,0.23,0.03,0.03,0.0,0.02,0.0,0.0,False
20,17,9528,14112,"1-3,5-7",0.0,0.37,0.05,0.05,0.0,0.02,0.0,0.0,False
18,14,13536,1256,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
2,0,256,1352,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
8,2,3112,1160,"1-3,5-7",0.0,0.24,0.03,0.03,0.0,0.02,0.0,0.0,False
24,20,5352,8760,"1-3,5-7",0.0,0.27,0.04,0.04,0.0,0.02,0.0,0.0,False
2,0,1416,536,"1-3,5-7",0.0,0.26,0.03,0.03,0.0,0.02,0.0,0.0,False
18,15,3880,5160,"1-3,5-7",0.0,0.25,0.03,0.03,0.0,0.02,0.0,0.0,False
